LeiOfEntityWhichSubmittedTheOrder,DirectElectronicAccess,ClientIdentificationCode,InvestmentDecisionWithinFirm,ExecutionWithinFirm,NonExecutingBroker,TradingCapacity,LiquidityProvisionActivity,DateAndTime,ValidityPeriod,OrderRestriction,ValidityPeriodDateAndTime,MicCode,FinancialInstrumentsIdentificationCode,DateOfReceipt,OrderIdentificationCode,Lifecycle,OrderType,OrderTypeClassification,LimitPrice,AdditionalLimitPrice,StopPrice,PeggedLimitPrice,PriceCurrency,CurrencyOfLeg2,PriceNotation,BuySellIndicator,OrderStatus,QuantityNotation,QuantityCurrency,InitialQuantity,RemainingQuantityIncludingHidden,DisplayedQuantity,TradedQuantity,MinimumAcceptableQuantity,MinimumExecutableSize,MesFirstExecutionOnly,PassiveOnlyIndicator,SelfExecutionPrevention,StrategyLinkedOrder,RoutingStrategy,InstrumentFullName,UnderlyingInstrumentCode,InstrumentClassification,SRDTaxonomy,SequenceNumber,PassiveOrAggressiveIndicator,PriorityTimeStamp,OrderBookCode,TradingPhases,
1VUV7VQFKUOQSJ21A208,false,,100191,100191,,DEAL,,2020-10-28T08:27:25.588757Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0011008705,2020-10-28,10055857,NEWO,Limit,LMTO,122.43,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,OATei27,,DNFTFN,FixedIncome:Bond:Sovereign,143,,2020-10-28T08:27:25.588689Z,120TSGBf12dd76b8fca,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T03:19:38.926573Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1015GQNABOSELL,FILL,Limit,LMTO,6.70845,,,,USD,,MONE,SELL,,MONE,USD,20000000,0,0,20000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,388,,,VEZ1C18HN8KB4,,
,false,,,,,DEAL,false,2020-10-28T14:25:07.344554Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZBKSK3R3N80,2020-10-28,1011AYMCBOBUY,FILL,Limit,LMTO,21.3775,,,,USD,,MONE,BUYI,,MONE,USD,130000000,0,0,130000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,43,,,VEZBKSK3R3N80,,
,false,,100177,100177,,DEAL,false,2020-10-28T07:51:02Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,ISWV,EZ3251J165G9,2020-10-28,1011A1G3BOSELL,FILL,Limit,LMTO,1.5,,,,,,BAPO,SELL,,MONE,USD,100000000,0,0,100000000,,,,,true,,,,,SRACSP,InterestRate:IRSwap:Basis,4,,,VEZ3251J165G9,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:17.778083Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47628915,CHME,Limit,LMTO,58,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"BAC 1.625 9/22,DBR 1.5 09/22 (ICAP)",,,Strategy,5,,2020-10-28T07:31:17.778010Z,99IOFI-f28bb1efc2a6,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T08:27:42.342375Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,IT0005387052,2020-10-28,10055919,NEWO,Limit,LMTO,102.37,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,BTPei30,,DBVUFB,FixedIncome:Bond:Sovereign,80,,2020-10-28T08:27:42.342303Z,120TSGB69f642a52fab,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.534605Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1616341829,2020-10-28,47626038,CHME,Limit,LMTO,64,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,SOCGEN FRN 05/22/24,,DTVUFB,FixedIncome:Bond:Corporate,25,,2020-10-28T07:29:55.534550Z,99IOFI-ba4424d51536,Central Limit Order Book,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.981Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,NL0000226223,2020-10-28,KAS2mH4k0D3801BOSELL,NEWO,Limit,LMTO,26.61,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,472645,472645,472645,0,,,,,true,,,STMFPXXX_CASHCROSS_J3L1x0wW003c01,,ESVUFN,Equity:CashEquity,1993,,,VNL0000226223,,
,false,,,,,DEAL,false,2020-10-28T07:26:26.911206Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZGD8FW1B560,2020-10-28,1015H311BOSELL,NEWO,Limit,LMTO,6.717,,,,CNY,,MONE,SELL,ACTI,MONE,CNY,150000000,150000000,150000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,334,,,VEZGD8FW1B560,,
,false,,100223,100223,,DEAL,false,2020-10-28T17:15:57.044Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000131104,2020-10-28,KAS4CnvY003801BOBUY,FILL,Limit,LMTO,30,,,,EUR,,MONE,BUYI,,UNIT,EUR,250000,0,0,250000,,,,,true,,,BNPFPXXX_CASHCROSS_J3L1w2Z8003c01,,ESVUFN,Equity:CashEquity,4166,,,VFR0000131104,,
1VUV7VQFKUOQSJ21A208,false,,100191,100191,,DEAL,,2020-10-28T12:56:24.347577Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013519253,2020-10-28,10059426,CAMO,Limit,LMTO,107.35,,,,,,BAPO,SELL,,MONE,EUR,30000000,0,0,0,,5000000,true,false,true,,,OATei26,,DBZXXN,FixedIncome:Bond:Sovereign,176,,2020-10-28T12:50:26.206698Z,120TSGBcc29036e44cf,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T10:22:58.469824Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZFFSCG6WGD4,2020-10-28,1011A6A3BOBUY,NEWO,Limit,LMTO,1.1772,,,,EUR,,MONE,BUYI,ACTI,MONE,EUR,1000000000,1000000000,1000000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,225,,,VEZFFSCG6WGD4,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:21.367978Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47629323,CHME,Limit,LMTO,75,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"WFC 1.5 9/22,DBR 1.5 09/22 (ICAP)",,,Strategy,19,,2020-10-28T07:31:21.367922Z,99IOFI-7f1e57e88f6e,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T10:34:30.335526Z,IOCV,VFCR,,XOFF,EZB0LQNL2T61,2020-10-28,20201028045000000000000001726999_2,FILL,Limit,LMTO,-0.003775,,,,,,BAPO,SELL,,MONE,JPY,16000000000,0,0,16000000000,,0,true,false,true,,,JPY.5Y.3M.XCCY.BSX,,SRACCP,InterestRate:CrossCurrency:Basis,3,PASV,2020-10-28T10:34:30.335526Z,VXOFFe-1dd35719b9a3,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T06:44:53.451862Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZFFSCG6WGD4,2020-10-28,1015H0Z1BOBUY,FILL,Limit,LMTO,1.1783,,,,EUR,,MONE,BUYI,,MONE,EUR,300000000,0,0,300000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,191,,,VEZFFSCG6WGD4,,
,false,,100022,100022,,DEAL,false,2020-10-28T10:39:05.905913Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZYGNLGFFX51,2020-10-28,102MO836BOBUY,FILL,Limit,LMTO,0.875,,,,,,PERC,BUYI,,MONE,EUR,25000000,0,0,25000000,,,,,true,,,,,SRGCSP,InterestRate:Inflation,427,,,VEZYGNLGFFX51,,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T09:08:41.505047Z,IOCV,VFCR,,XOFF,EZ8KS29WTX26,2020-10-28,2020102801000000000000007754921F_1,NEWO,Limit,LMTO,1.176223,,,,,,BAPO,BUYI,ACTI,MONE,EUR,221000000,221000000,221000000,0,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,188,,2020-10-28T09:08:41.505047Z,VXOFF7-bf18e6cbc586,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,100297,100297,,DEAL,,2020-10-28T14:20:35.835057Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSFI,,2020-10-28,47662218,CAMO,Limit,LMTO,138.5,,,,,,BAPO,BUYI,,MONE,EUR,3000000,0,0,0,,1000000,true,false,true,,,"SLB 0.5 10/31 VM,DBR 0 08/29",,,Strategy,4,,2020-10-28T14:10:58.907324Z,99TSFI-1ea5b07e8923,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T11:39:11.477455Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZZ9VBT2DP24,2020-10-28,1011AERCBOBUY,NEWO,Limit,LMTO,6.71628,,,,CNY,,MONE,BUYI,ACTI,MONE,CNY,25000000,25000000,25000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,257,,,VEZZ9VBT2DP24,,
,false,,,,,DEAL,false,2020-10-28T13:55:12.000905Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8TYLYK88D5,2020-10-28,102MP406BOBUY,FILL,Limit,LMTO,4.8755,,,,RON,,MONE,BUYI,,MONE,RON,150000000,0,0,150000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,47,,,VEZ8TYLYK88D5,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:49.042856Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1586214956,2020-10-28,47603783,CHME,Limit,LMTO,32,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,HSBC FRN 09/27/22 YTW,,DTVUFB,FixedIncome:Bond:Corporate,10,,2020-10-28T07:29:49.042785Z,99IOFI-cdecd8deda97,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:30:12.363280Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,FR0013444841,2020-10-28,47611110,CHME,Limit,LMTO,12,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,SOCGEN FRN 09/06/21,,DTXXXX,FixedIncome:Bond:Corporate,9,,2020-10-28T07:30:12.363207Z,99IOFI-025f1b019867,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T11:39:11.478455Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZZ9VBT2DP24,2020-10-28,102MOI6HBOBUY,FILL,Limit,LMTO,6.71628,,,,CNY,,MONE,BUYI,,MONE,CNY,25000000,0,0,25000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,255,,,VEZZ9VBT2DP24,,
,false,,,,,DEAL,false,2020-10-28T10:15:42.943662Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ9Z1NR3G126,2020-10-28,102MO4M5BOBUY,NEWO,Limit,LMTO,19.4,,,,,,PERC,BUYI,ACTI,MONE,EUR,101200000,101200000,101200000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,5,,,VEZ9Z1NR3G126,,
1VUV7VQFKUOQSJ21A208,false,,100297,100297,,DEAL,,2020-10-28T14:20:35.857073Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSFI,,2020-10-28,47662200,CAMO,Limit,LMTO,137,,,,,,BAPO,BUYI,,MONE,EUR,3000000,0,0,0,,1000000,true,false,true,,,"BPLN 2.822 04/32 VM,DBR 0 02/30",,,Strategy,13,,2020-10-28T14:10:26.983438Z,99TSFI-ee38a5d44b3e,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T08:18:57.957105Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ7J11WXSFC3,2020-10-28,102MNCC5BOSELL,FILL,Limit,LMTO,16.295,,,,ZAR,,MONE,SELL,,MONE,ZAR,2000000000,0,0,2000000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,84,,,VEZ7J11WXSFC3,,
,false,,,,,DEAL,false,2020-10-28T08:32:03.263504Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ78CLLVHY67,2020-10-28,102MNDM8BOBUY,FILL,Limit,LMTO,0.23,,,,,,PERC,BUYI,,MONE,USD,49870000,0,0,49870000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,3,,,VEZ78CLLVHY67,,
,false,,,,,DEAL,false,2020-10-28T12:31:34.488798Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZL59VHWFP24,2020-10-28,102MOPP6BOBUY,FILL,Limit,LMTO,17.6,,,,,,PERC,BUYI,,MONE,EUR,50000000,0,0,50000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,11,,,VEZL59VHWFP24,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T08:27:24.330424Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013209871,2020-10-28,10055840,NEWO,Limit,LMTO,134,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,OATei47,,DNFTFB,FixedIncome:Bond:Sovereign,75,,2020-10-28T08:27:24.330356Z,120TSGB22074f96bdb1,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:49:30.809314Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1598861588,2020-10-28,47651061,NEWO,Limit,LMTO,22,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,ACAFP FRN 04/20/22,,DTVUFB,FixedIncome:Bond:Corporate,42,,2020-10-28T07:49:30.809245Z,99IOFI-333a557f58b7,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T08:28:03.528375Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8KS29WTX26,2020-10-28,102MNEK8BOSELL,NEWO,Limit,LMTO,1.1754,,,,USD,,MONE,SELL,ACTI,MONE,USD,500000000,500000000,500000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,142,,,VEZ8KS29WTX26,,
,false,,100091,100091,,DEAL,false,2020-10-28T12:52:42.93809Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSTVTZYM6B5,2020-10-28,102MOTD5BOSELL,FILL,Limit,LMTO,18.2,,,,,,PERC,SELL,,MONE,GBP,36500000,0,0,36500000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,100,,,VEZSTVTZYM6B5,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T15:15:42.984993Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1756434194,2020-10-28,47651069,CHME,Limit,LMTO,36,,,,,,BAPO,SELL,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 01/19/23,,DTVUFB,FixedIncome:Bond:Corporate,25,,2020-10-28T15:15:42.984932Z,99IOFI-adcb95ebb174,Central Limit Order Book,
,false,,UT08H9,UT08H9,,DEAL,false,2020-10-28T11:41:21.630544Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ7M85MX9WC6,2020-10-28,102MOIKHBOSELL,NEWO,Limit,LMTO,1.17415,,,,EUR,,MONE,SELL,ACTI,MONE,EUR,500000000,500000000,500000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,86,,,VEZ7M85MX9WC6,,
,false,,,,,DEAL,false,2020-10-28T15:12:57.453112Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MPEV8BOSELL,NEWO,Limit,LMTO,-0.27526,,,,,,PERC,SELL,ACTI,MONE,EUR,50000000,50000000,50000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,218,,,VEZ0D90V21LJ4,,
,false,,,,,DEAL,false,2020-10-28T11:32:33.459898Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1011AEM3BOBUY,NEWO,Limit,LMTO,6.716,,,,USD,,MONE,BUYI,ACTI,MONE,USD,50000000,50000000,50000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,509,,,VEZ1C18HN8KB4,,
,false,,,,,DEAL,false,2020-10-28T09:13:05.589351Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ4M4QPXQ759,2020-10-28,102MNQ28BOBUY,NEWO,Limit,LMTO,2.5,,,,USD,,MONE,BUYI,ACTI,MONE,USD,12000000,12000000,12000000,0,,,,,true,,,,,JFTXFC,ForeignExchange:NDF,9,,,VEZ4M4QPXQ759,,
,false,,100210,100210,,DEAL,false,2020-10-28T05:50:58.453173Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ9R5C1X2LD6,2020-10-28,1015GYR1BOBUY,NEWO,Limit,LMTO,0.4325,,,,,,PERC,BUYI,ACTI,MONE,JPY,1000000000,1000000000,1000000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,1,,,VEZ9R5C1X2LD6,,
,false,,UT0S72,UT0S72,,DEAL,false,2020-10-28T13:30:46.889914Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ9ZSW87YBB4,2020-10-28,1011ATQ3BOBUY,NEWO,Limit,LMTO,1.328306,,,,CAD,,MONE,BUYI,ACTI,MONE,CAD,150000000,150000000,150000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,225,,,VEZ9ZSW87YBB4,,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.979Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000130809,2020-10-28,KAS2mH4i0T3801BOSELL,NEWO,Limit,LMTO,11.428,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,1662362,1662362,1662362,0,,,,,true,,,GLEFPXXX_CASHCROSS_J3L1wNAJ003c01,,ESVUFN,Equity:CashEquity,3085,,,VFR0000130809,,
,false,,100091,100091,,DEAL,false,2020-10-28T12:56:17.534601Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZYR6LZMJXD9,2020-10-28,102MOTW6BOBUY,FILL,Limit,LMTO,-0.37,,,,,,PERC,BUYI,,MONE,CHF,30000000,0,0,30000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,7,,,VEZYR6LZMJXD9,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T07:53:37.911185Z,IOCV,VFCR,,XOFF,EZ91WZD7WC90,2020-10-28,2020102801000000000000007754710F_1,NEWO,Limit,LMTO,104.2,,,,,,BAPO,BUYI,ACTI,MONE,JPY,37000000000,37000000000,37000000000,0,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,69,,2020-10-28T07:53:37.911185Z,VXOFFf-8c5cd24d555b,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T04:39:52.956410Z,IOCV,VFCR,,XOFF,EZ4PGKFJW5F3,2020-10-28,2020102801000000000000007754429N_2,FILL,Limit,LMTO,104.22105,,,,,,BAPO,SELL,,MONE,JPY,100000000000,0,0,100000000000,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,128,PASV,2020-10-28T04:39:52.956410Z,VXOFFd-c9f0c1105d57,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T09:30:05.201157Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZP3B48SYZ09,2020-10-28,102MNUJ7BOBUY,FILL,Limit,LMTO,24.3,,,,,,PERC,BUYI,,MONE,EUR,25000000,0,0,25000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,43,,,VEZP3B48SYZ09,,
,false,,,,,DEAL,false,2020-10-28T13:53:10.117718Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZT2S7SDXZ29,2020-10-28,102MP2N5BOSELL,NEWO,Limit,LMTO,6,,,,,,PERC,SELL,ACTI,MONE,EUR,50000000,50000000,50000000,0,,,,,true,,,,,SRHCSP,InterestRate:IRSwap:FixedFloat:OIS,2,,,VEZT2S7SDXZ29,,
,false,,,,,DEAL,false,2020-10-28T06:28:27.240973Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1015GZYABOBUY,FILL,Limit,LMTO,6.71025,,,,CNY,,MONE,BUYI,,MONE,CNY,1000000000,0,0,1000000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,443,,,VEZ1C18HN8KB4,,
,false,,,,,DEAL,false,2020-10-28T16:06:03.83038Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ3T4VFRC186,2020-10-28,102MPL96BOSELL,FILL,Limit,LMTO,-0.191,,,,,,PERC,SELL,,MONE,EUR,50000000,0,0,50000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,12,,,VEZ3T4VFRC186,,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T16:42:30.961839Z,IOCV,VFCR,,XOFF,EZ9KWX81JQT0,2020-10-28,2020102801000000000000007755635N_1,FILL,Limit,LMTO,0.706,,,,,,BAPO,BUYI,,MONE,AUD,200000000,0,0,200000000,,0,true,false,true,,,FWD.AUD.USD.1M,,JFTXFP,ForeignExchange:Forward,32,PASV,2020-10-28T16:42:30.961839Z,VXOFF0-33876d1708ee,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T08:32:07.533044Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,IT0004243512,2020-10-28,10056015,CAMO,Limit,LMTO,109.22,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,BTPei23 (SEP),,DBVUFB,FixedIncome:Bond:Sovereign,59,,2020-10-28T08:29:45.620638Z,120TSGB2d32d9ee516c,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,,100191,100191,,DEAL,,2020-10-28T08:27:27.466962Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0011008705,2020-10-28,10055857,CAME,Limit,LMTO,122.43,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,OATei27,,DNFTFN,FixedIncome:Bond:Sovereign,144,,2020-10-28T08:27:25.588689Z,120TSGBf12dd76b8fca,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T11:48:40.979482Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MOJN5BOBUY,NEWO,Limit,LMTO,-0.29354,,,,,,PERC,BUYI,ACTI,MONE,EUR,50000000,50000000,50000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,105,,,VEZ0D90V21LJ4,,
1VUV7VQFKUOQSJ21A208,false,121593,,,,DEAL,,2020-10-28T10:34:07.774335Z,IOCV,VFCR,,XOFF,EZ9KWX81JQT0,2020-10-28,2020102801000000000000007755082F_2,FILL,Limit,LMTO,0.709803,,,,,,BAPO,SELL,,MONE,AUD,321000000,0,0,321000000,,0,true,false,true,,,FWD.AUD.USD.1D,,JFTXFP,ForeignExchange:Forward,65,PASV,2020-10-28T10:34:07.774335Z,VXOFF0-c9c34edeb53e,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T11:32:33.459898Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZZ9VBT2DP24,2020-10-28,1011AEMCBOSELL,NEWO,Limit,LMTO,6.71628,,,,USD,,MONE,SELL,ACTI,MONE,USD,50000000,50000000,50000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,234,,,VEZZ9VBT2DP24,,
,false,,,,,DEAL,false,2020-10-28T08:34:05.174206Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZBW4896WPP1,2020-10-28,1015H6XABOSELL,FILL,Limit,LMTO,1.3608,,,,SGD,,MONE,SELL,,MONE,SGD,150000000,0,0,150000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,4,,,VEZBW4896WPP1,,
1VUV7VQFKUOQSJ21A208,false,,100297,100297,,DEAL,,2020-10-28T14:11:08.086103Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSFI,,2020-10-28,47662230,NEWO,Limit,LMTO,102.5,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"TOTAL 1.994 04/32 VM,DBR 0 02/30",,,Strategy,1,,2020-10-28T14:11:08.086028Z,99TSFI-3e30cb64c6a6,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:48.947832Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1756434194,2020-10-28,47605840,CHME,Limit,LMTO,34,,,,,,BAPO,SELL,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 01/19/23,,DTVUFB,FixedIncome:Bond:Corporate,19,,2020-10-28T07:29:48.947760Z,99IOFI-adcb95ebb174,Central Limit Order Book,
,false,,100022,100022,,DEAL,false,2020-10-28T11:48:12.90712Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSRR7N3LW83,2020-10-28,102MOJL6BOBUY,FILL,Limit,LMTO,0.4225,,,,,,PERC,BUYI,,MONE,EUR,25000000,0,0,25000000,,,,,true,,,,,SRGCSP,InterestRate:Inflation,119,,,VEZSRR7N3LW83,,
,false,,,,,DEAL,false,2020-10-28T14:39:37.320803Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8KS29WTX26,2020-10-28,1011AZU3BOBUY,NEWO,Limit,LMTO,1.1735,,,,EUR,,MONE,BUYI,ACTI,MONE,EUR,700000000,700000000,700000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,213,,,VEZ8KS29WTX26,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.413626Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,FR0013241130,2020-10-28,47611197,CHME,Limit,LMTO,21,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BPCEGP FRN 03/09/22,,DTVNFB,FixedIncome:Bond:Corporate,11,,2020-10-28T07:29:55.413571Z,99IOFI-455b7bba4eea,Central Limit Order Book,
